"Station ID","Company Name","Location","Industry Domain","Preferred Branches","Stipend (UG)","Stipend (PG)","Facilities (Raw)","Projects","Have Accommodation?"
"3997","Credit Suisse - Non-Financial Risk Management","Mumbai","Finance and Mgmt","AnyB3","75000","0","Stationary: -
SubsidizedLunch: -
ContactDetailsForBoys: 
CompanyId: 3711
FieldDA: -
Medical: -
FieldTA: -
Stipend: 75000
AccomAddressforBoys: 
StartTime:  9:00AM
TillTime:  5:00PM
OnOffice: -
Weekdays: Sunday
StationAddress: Credit Suisse - Non-Financial Risk Management, Mumbai
StationFacilitiesId: 9649
RemarkforAccommodation: 
AccomAddressforGirls: 
Status: Active
Accomodation: -
OtherInfo: ----
FacultyId: 0
StipendForPG: 0
ContactDetailsForGirls: 
ToOffice: -
Travel: -","Project: 0
Title: Non-Financial Risk Management
Description: WE OFFER
The successful candidate will be joining the Non-Financial Risk Management (NFRM) team as an intern in Mumbai. NFRM team
in Mumbai focus on delivery of operational and compliance risk mandate with emphasis in areas of Controls testing,
Technology Cyber and Third Party Risk, Information and Reporting for Senior Management, Risk Reviews, Risk and Control self
assessment (RCSA), Risk Identificaiotn and Capital, Data & Analysis.
Successful canditates will support and learn in areas of:
• Independent assessment of controls for various businesses within the bank.
• Analysis of various NFRM risk components (Incidents, Metrics, Conrols, etc.).
• Identificaiton of Risks via the Top Risk and RCSA consolidation process.
• Deep-dives on various risk themes identified.
• Read-across of risk themes across similar areas across the banks and reporting.
• Stakeholder management with global counter-parts
• Evolution of Tools and applications in NFRM space
• Analytics and Reporting and preparation of presentation materials on key topics for senior management and
governance forums
YOU OFFER
• Ability and willingness to learn
• Strong proficiency in Excel, Word & PowerPoint
• Good communication and writing skills
• Structured thought process with high attention to detail
Skills:  - 
Students Required: 4
Min CGPA: 0
Max CGPA: 0","No"
"5167","Credit Suisse - Quantitative Analysis & Technology","Mumbai","Finance and Mgmt","B3","75000","0","FacultyId: 0
ContactDetailsForBoys: 
ContactDetailsForGirls: 
CompanyId: 4870
StartTime:  9:00AM
OnOffice: -
Medical: -
Stationary: -
StationAddress: -
StationFacilitiesId: 9646
Stipend: 75000
StipendForPG: 0
AccomAddressforBoys: 
AccomAddressforGirls: 
FieldDA: -
FieldTA: -
Travel: -
Weekdays: Sunday
TillTime:  5:00PM
Accomodation: -
RemarkforAccommodation: 
Status: Active
ToOffice: -
SubsidizedLunch: -
OtherInfo: --","Project: 0
Title: Quantitative Analysis & Technology
Description: The Risk division (CRO) is a strategic and dynamic partner for Credit Suisse businesses. We are responsible for
modelling, measuring, monitoring and managing risks across multiple dimensions including credit, market,
operational, reputational and liquidity. The Risk division acts as the guardian of the bank&apos;s risk appetite, and provides
effective and independent risk oversight. For our employees we provide a collaborative and meritocratic environment
with direct contact with senior management, and encourage leadership at all levels.
To build up and grow our risk quant teams in Mumbai, we are offering role in:
- Model Development: Development and maintenance of comprehensive and consistent risk models for
credit risk, market risk, liquidity risk, enterprise risk and stress testing areas, meeting both internal
management and regulatory requirements

Role Description:
Develop models, ensuring theoretical soundness by employing advanced mathematical and statistical
techniques
Demonstrate independence in testing design and execution, results interpretation and presentation, and
production of robust documentation
Collaborate with colleagues across the globe, and will regularly engage with stakeholders such as business,
senior management and regulators
Play a role in the documentation and review of risk capture, sensitivities and data assets used in model
Proactively seek solutions to improve material parts of the model; review and improve components; identify
the relevant sources of risk and assess their capture
Ensure that models are adequately documented for both internal and external (e.g. regulatory) purposes
Assist in preparing presentations for senior management covering change impacts, methodology features
and capital implications.

You offer :
Credit Suisse is noted for the diversity of its employees, but seeks colleagues with a common set of abilities – highly
motivated and creative individuals who have demonstrated academic achievement, and have the ability to work
independently and as a member of a team. We’ll be looking at your potential, your ability, your academic background
and your extracurricular activities.
Quantitative, mathematics, statistics plus financial products: The candidate has an understanding of financial
mathematics/statistics and application to risk modeling.

Good understanding of financial and derivative products, and risk modelling. Strong foundation in Probability
and Statistics.
Excellent analytical and problem solving skills, and knowledge of risk management concepts and techniques
such as PD/LGD, VaR, Stressed VaR, regression and time series modelling.
Proficiency in programming language such as C++, R, Python, Matlab.
Good MS Excel/ Access/SQL and VBA knowledge.
Strong presentation skills; able to document and communicate complex topics to a diverse range of
audiences.
Willingness to question and challenge the status quo and ability to provide alternative approaches.
Skills:  - 
Students Required: 6
Min CGPA: 0
Max CGPA: 0","No"
"2851","Credit Suisse - Risk & Finance Data Analytics, Reporting","Mumbai","Finance and Mgmt","Any , B3 , B4","75000","0","Travel: -
Stipend: 75000
AccomAddressforBoys: 
StartTime:  9:00AM
FieldDA: -
SubsidizedLunch: -
Weekdays: Sunday
StipendForPG: 0
TillTime:  5:00PM
Status: Active
Stationary: -
AccomAddressforGirls: 
ToOffice: -
Medical: -
FieldTA: -
StationFacilitiesId: 9642
FacultyId: 0
RemarkforAccommodation: 
ContactDetailsForGirls: 
StationAddress: HIXP 91 Citypark, Central Business Avenue | 400 076 Mumbai | India
OtherInfo: --
ContactDetailsForBoys: 
CompanyId: 2574
Accomodation: -
OnOffice: -","Project: 0
Title: Intern (Market Risk Scenarios reporting)
Description: The successful candidate will be responsible for producing and analyzing Risk Reports for various market risk types as well as
contributing to some of the ongoing projects.
Key Responsibilities
1) Gain thorough understanding of Market Risk Scenarios
• Systems/Infrastructure
• Processes
• Risks across Rates/FX/Equities/Credit clusters
2) Understand and execute the scenario reports and provide necessary analysis.
3) Help in the ongoing projects intended to improve existing reporting infrastructure as well as regulatory compliance.
4) Demonstrate key learnings by interacting with other RFDAR teams including but not limited to RFDAR Data
Provisioning, RFDAR Risk Review, Other Scenario teams.
5) Demonstrate ability to effectively communicate (both written and spoken) to stakeholders while accomplishing
the above mentioned points.
Challenges in this role:
• Challenging timelines for delivery of critical book of work items.
• On the job learning thus faster adaptation would be the key.
• Strong Analytical skills required to analyze and comment on complex data inputs.
• Work on multiple projects intended to improve the reporting infrastructure as well as to comply with regulations.
Essentials Skills and Qualifications:
• Strong knowledge of derivative products and their market risk dynamics.
• Good stakeholder management skills.
• Excellent knowledge of Excel. Coding skills will be a big plus.
• Fast learner and team contributor.
• Excellent work culture and ethics.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: 2. RFDAR-Risk Reporting –Market Risk
Description: The Market Risk – Risk Reporting Team in Mumbai is seeking to recruit a Market Risk Analyst to join the growing team. The
incumbent would be needed to build and maintain healthy relationship with various Stakeholders to enable faster and accurate
cluster risk approval on daily basis by taking ownership of all risks data, providing sufficient explanation and doing deep dives
with Risk Managers to provide complete and accurate Risk picture to the business. This will also involve building and talking to
senior management, regulators and traders as well as other downstream users.
Role covers:
? Production and validation of daily Risk Reports for cluster risk sign off in timely and accurate manner.
Liaising with stakeholders and Market Risk Managers to provide complete risk picture for the day.
? Building explain-capability by providing deep dives to risk movements and portfolio exposure on day to day basis.
? Ensuring accuracy of risk positions and sensitivities through position and portfolio move analysis, impact of market
moves on portfolio, impact of product behavior on sensitivities among other approaches
? Working closely with other RFDAR teams to ensure timely and accurately risk reporting.
? Implement and own various Risk Reports produced by RFDAR- Risk Reporting.
? Implement and own the Control Framework for all risk and finance data
? Understanding front-to-back data flows and system architecture
? To participate in the roll out of enhancements in risk systems, processes and data feeds as well as contributing to
various tactical and strategic projects and initiatives, from Risk Reporting perspective
YOU OFFER:
? Strong analytical and problem solving skills
? Working knowledge/understanding of Risk Reporting domain in IB setup.
? In-depth knowledge of financial products, financial markets and at least one asset class
(Equity/Fixed Income/Commodity)
? Solid understanding of financial greeks and their relation in the calculation of various risk measures
for specific products.
? Good understanding of market risk methodologies: VAR and other risk measures.
? Proficiency in MS Excel, VBA coding knowledge is highly desirable
? Reporting automation experience /skill set will be added advantage.
? Strong communication and inter-personal skills
? Having an eye for detail, control-focused mindset
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: 3. Group Scenarios
Description: We Offer:
? Deliver & analyze scenario stress testing report to Trading desks / risk managers / Regulators / senior management.
? Propose, calibrate & implement regulatory specific scenarios in liaison with risk managers / scenarios team.
? Responsible to provide commentary on scenario risk moves across clusters explaining underlying risk dynamics
& drivers under market/credit scenario conditions.
? Interact with scenario counterparts who are primarily the risk managers/desk to provide in-depth analysis on
the scenario dynamics.
? Regular interaction with Risk Managers to confirm stress testing analysis, investigation and follow up on queries
from stakeholders
? Data quality review and improvements
? Ownership of a robust control environment including review checklists
? Engagements in IT developments projects and represent business in discussions.

You Offer:
? Some degree of IT exposure 
? Excellent Microsoft EXCEL skills/VBA coding skills is mandatory.
? Preferably Stress testing and scenario analysis experience across key market risk types.
? Experience with systems and process based risk reporting and analysis.
? Fast Learner and to be able to operate in a team to drive a project / task forward and produce an end state
product that can be presented to senior management.
Strong time management and prioritization skills.
? Excellent verbal and written communication skills.
? Ability to take ownership and work with a high level of integrity and adaptability to changing demands and workload.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"3827","DBOI - Counterparty Credit Ratings","Mumbai","Finance and Mgmt","B3","50000","0","Status: Active
StipendForPG: 0
ContactDetailsForBoys: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
AccomAddressforGirls: 
ToOffice: -
Travel: -
OtherInfo: ----
StationFacilitiesId: 9655
Stipend: 50000
FacultyId: 0
RemarkforAccommodation: 
CompanyId: 3544
Stationary: -
Weekdays: Sunday
StartTime:  9:00AM
TillTime:  5:00PM
OnOffice: -
Medical: -
FieldTA: -
Accomodation: -
FieldDA: -
SubsidizedLunch: -
StationAddress: Nirlon Knowledge Park, B7, Goregoan East, Mumbai 400063","Project: 0
Title: COUNTERPARTY CREDIT RATINGS
Description: PREPARING CREDIT RATING REPORTS OF BANK’S CLIENTS BY ANALYSING COMPANY FINANCIALS, INDUSTRY, MACROECONOMICS, ETC. 

Skill sets: BASIC ACCOUNTING / FINANCE UNDERSTANDING, EXCELLENT VERBAL & WRITTEN COMMUNICATION SKILLS

Skills:  - 
Students Required: 6
Min CGPA: 0
Max CGPA: 0","No"
"3829","DBOI - Business Finance","Mumbai","Finance and Mgmt","Any","50000","0","StationFacilitiesId: 9778
ContactDetailsForGirls: 
Stationary: -
StationAddress: Nirlon Knowledge Park, B7, Goregoan East, Mumbai 400063
Accomodation: -
OnOffice: -
FieldTA: -
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforGirls: 
Status: Active
ToOffice: -
FieldDA: -
SubsidizedLunch: -
Stipend: 50000
FacultyId: 0
AccomAddressforBoys: 
CompanyId: 3546
StartTime:  9:00AM
TillTime:  5:00PM
Medical: -
Travel: -
Weekdays: Saturday , Sunday
OtherInfo: ---------------------","Project: 0
Title: Business Finance
Description: Finance team is responsible for Daily Risk and P&L delivery, Balance Sheet Substantiation for various businesses which DB is managing. 
Finance subjects preferable
Good Communication

Skills:  - 
Students Required: 3
Min CGPA: 0
Max CGPA: 0","No"
"3453","Credit Suisse- Investment Banking and Capital Markets","Mumbai (Worli)","Finance and Mgmt","Any","75000","0","RemarkforAccommodation: 
AccomAddressforBoys: 
StartTime:  9:00AM
TillTime:  5:00PM
Accomodation: -
FieldTA: -
StationFacilitiesId: 9641
Stipend: 75000
StationAddress: ----
SubsidizedLunch: -
Weekdays: Sunday
Travel: -
ContactDetailsForBoys: 
OnOffice: -
ToOffice: -
FieldDA: -
Medical: -
FacultyId: 0
StipendForPG: 0
CompanyId: 3170
Status: Active
Stationary: -
OtherInfo: -
ContactDetailsForGirls: 
AccomAddressforGirls:","Project: 0
Title: Investment Banking and Capital Markets
Description: Job Description
The Investment Banking and Capital Markets Department (IBCM) assists clients in achieving their objectives by providing advisory services in mergers and acquisitions, as well as financing services in debt, equity and other capital raises. The Investment Banking Department is a leader in innovating new and creative ideas for clients, which help them access the best and most efficient capital sources.
The Industrial attachment program is an 6 month program, for penultimate year students that provides outstanding exposure to the financial services industry.
Responsibilities include analyzing companies using financial modeling and valuation techniques, examining the impact of a transaction on a client’s capital structure and analyzing the consequences of a merger or acquisition.
Summer Interns have the opportunity to work on deals, gaining hands-on experience and working on all aspects of advising and transacting business for our clients. Summer Interns are formally reviewed at the mid and end points of the summer, and offers are made after the program to individuals identified as exceptional performers.
Skill Set Expected
Credit Suisse is noted for the diversity of its employees but seeks candidates with a common set of abilities - highly motivated, creative individuals who have demonstrated academic achievement and have the ability to work independently while still operating as a member of a team. Strength in verbal and written communication as well as computer literacy is essential. In addition, we look for intelligent, driven and hardworking candidates with consistent leadership skills shown through involvement in school/college activities.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"2854","Credit Suisse - Risk & Finance Data Analytics, Reporting","Pune","Finance and Mgmt","Any","75000","0","StationFacilitiesId: 9651
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforBoys: 
AccomAddressforGirls: 
Status: Active
Weekdays: Sunday
OtherInfo: ----
CompanyId: 2577
TillTime:  5:00PM
Stationary: -
SubsidizedLunch: -
Stipend: 75000
FacultyId: 0
StipendForPG: 0
Accomodation: -
OnOffice: -
Medical: -
FieldTA: -
Travel: -
ContactDetailsForGirls: 
StartTime:  9:00AM
ToOffice: -
FieldDA: -
StationAddress: SEZ Eon IT Park Kharadi - 411076","Project: 0
Title: Risk & Finance Data Analytics, Reporting
Description: The RFDAR function organization is responsible for the data and production elements of capital reporting deliverables, accountable for the accuracy and timeliness of inputs provided for reporting purposes.
The EMA (Exposure Moves Analysis) team is part of RFDAR with a current strength of 78. The key functions are
• Exposure Queries Analysis - conduct the root cause analysis of queries raised by stakeholders – all users
of Credit/Capital Risk Exposure – to support the validation of exposure from methodology and data flow
standpoints and strategic remediation of gaps, if any.
• Exposure Moves Analysis (EMA) - validate credit risk exposure variances for daily, Weekly and monthly
and adjusts exposure for regulatory RWA computation and Capital, Leverage & ICAAP reporting to PRA,
FINMA and Fed.
• Scenario Exposure Analysis (SEA) function involves analysing counterparty Credit Scenario exposure moves
on a monthly basis, providing commentary on valid moves & adjusting any incorrect strategically calculated
exposure for submission to Financial Accounting (FA) group for both FINMA & PRA B3 reporting. Apart from
this, the analysis on Scenarios RWA is used to determine the Credit Suisse’s capital requirements in
stress situations.
• The potential exposure moves analysis team is aimed to validate & explain exposure moves and breaches on
daily /monthly basis and provide trend report, commentary & indicative adjustments to exposures to credit
risk managers and Credit risk reporting.

MAIN DUTIES/RESPONSIBILITIES OF THE ROLE:
As part of the CR - EMA team members will be responsible for the below:
• To validate credit risk exposure calculation at a portfolio level across various business lines like Prime
Brokerage, ETFO, OTC Derivatives, FX, Repo, SLB, from a system, business and methodologies perspective
• To validate end-to-end data flow and functioning logic of our proprietary Credit Risk Management tool
• To be able to re-compute credit risk exposures time to time as required
• Analysis of Potential Exposure/Expected Positive Exposure of traded products and provide qualitative
commentary for day on day , Week on Week and Month on Month exposure moves.
• Demonstrate Ownership of Potential Exposure & Expected Exposure outputs by analysing the same for Default
Risk RWA, CVA RWA and ICAAP reporting perspective
• Providing subject matter expertise and analytics support to Finance and CVA team regarding risk and regulatory topics or initiatives
• Expert in able to judge impact Exposure Treatment by changing the exposure calculation method, for Eg. IMM to Shortcut, Shortcut to Standardized method.
• Develop practical solutions to regulatory requirements for Capital-related reporting
• Identify and facilitate resolution of issues leading to anomalous Exposure values and calculation of indicative exposures by using advanced simulation tools and models for factor based, sensitivity based (Historical simulation) and Monte Carlo (Taylor series approximation and/or Partial revaluation) risk calculators
• Interaction with various stake holders like - Credit Analytics, Capital Reporting, Credit Risk Reporting, Credit Risk managers, data suppliers and process teams responsible for key data sources and processing
• Good understanding of Basel3 regulations along with Margining, Wrong way risk, CCP default waterfall, Treatment of Re-securitised collateral, Shortcut Exposure Method , IOSCO, Capital Buffers under Dodd Frank Act, Leverage ratio in counterparty credit risk space is a must.
TECHNICAL/BUSINESS SKILLS & KNOWLEDGE:
Essential
• SQL Knowledge and Strong analytical skills to identify the scope of issues and ability to provide appropriate solutions
• Good knowledge of financial products across various asset classes
• Sound understanding of life cycle of a trade and risk management concepts
• Ability to work with large volumes of data using spread sheet and Database Query tools (MS Excel and Access)
Knowledge of regulatory risk topics such as RWA, EPE & EE from Basel 3 regulations perspective
• Good understanding of Basel3 regulations along with Margining, Wrong way risk, CCP default waterfall, Treatment of Re-securitised collateral, Shortcut Exposure Method, IOSCO, Capital Buffers, Leverage ratio in counterparty credit risk space is a must.
• Knowledge of Leverage ratio, IOSCO, SACCR, Standardized approach, Short cut approach
• Knowledge of Impact of sensitivities change on derivatives portfolio valuation
• Experience of working with the output of finance and risk systems
• Driven and strong personality able to move forward both existing processes as well as the related projects in parallel to each other
• Communication skills at all levels including ability to interact successfully with stakeholders outside team

Skills:  - 
Students Required: 6
Min CGPA: 0
Max CGPA: 0","No"
"5245","DBOI - Credit Risk Data Unit (CRDU)","Pune","Finance and Mgmt","Any","50000","0","Medical: -
Stationary: -
SubsidizedLunch: -
OtherInfo: ----
FacultyId: 0
AccomAddressforGirls: 
TillTime:  5:00PM
Status: Active
OnOffice: -
Accomodation: -
ToOffice: -
FieldDA: -
Travel: -
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforBoys: 
StartTime:  9:00AM
Weekdays: Sunday
CompanyId: 4948
FieldTA: -
StationAddress: 
StationFacilitiesId: 9657
Stipend: 50000
StipendForPG: 0
ContactDetailsForGirls:","Project: 0
Title: Credit Risk Data Unit (CRDU)
Description: Details awaited
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"5244","DBOI - Enterprise Risk Management","Mumbai","Finance and Mgmt","A3 , A7 , A8 , B3 , B4","50000","0","ContactDetailsForGirls: 
Status: Active
ToOffice: -
StationFacilitiesId: 9653
FacultyId: 0
ContactDetailsForBoys: 
StationAddress: 
OtherInfo: ----
Stipend: 50000
CompanyId: 4947
Stationary: -
StartTime:  9:00AM
OnOffice: -
RemarkforAccommodation: 
AccomAddressforBoys: 
AccomAddressforGirls: 
FieldDA: -
Medical: -
FieldTA: -
SubsidizedLunch: -
Travel: -
StipendForPG: 0
TillTime:  5:00PM
Accomodation: -
Weekdays: Sunday","Project: 0
Title: Enterprise Risk Analysis and Reporting for Deutsche Bank (Global)
Description: The agenda of the role is enterprise-level risk management framework so that all risks are identified, owned and controlled Bank-wide; and within the agreed risk appetite and culture. Coordinating the delivery of the Bank’s flagship Risk reports, the Monthly Risk & Capital Profile (RCP) and Weekly Risk Reports (WRR), BCBS-239 Compliance, Tracker and Interim / Quarterly Report Preparation.

Skill sets: SQL, SAS, Python, VBA, Excel, PPT, Access, Understanding of financial markets and concepts

Excellent Communication, Team player, Committed, Self-motivator, Proactive and Inquisitive

Expected Learning: 1)	Exposure to Investment banking domain
2)	Business level understanding
3)	Macroeconomic/Business factors  impacting banking industry
4)	Regulatory requirements on Risk management and Capital adequacy
5)	Stakeholder management and engagement – discussions, meetings, updates
6)	Governance on processes and automation
7)	Targeted risk reviews and ad-hoc analyses in Credit Risk Management (CRM), Market Risk Management (MRM) and Non-Financial Risk (NFR)


Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"5243","DBOI - Finance Change","Mumbai/Pune","Finance and Mgmt","A3 , A4 , A8 , AA , AB , B3","50000","0","FacultyId: 0
FieldDA: -
Weekdays: Saturday , Sunday
Stationary: -
StationFacilitiesId: 9776
Stipend: 50000
StipendForPG: 0
StartTime:  9:00AM
Accomodation: -
OnOffice: -
Medical: -
OtherInfo: --------------------------
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforBoys: 
AccomAddressforGirls: 
CompanyId: 4946
TillTime:  5:00PM
Travel: -
ContactDetailsForGirls: 
Status: Active
ToOffice: -
FieldTA: -
SubsidizedLunch: -
StationAddress:","Project: 0
Title: Global Reporting
Description: Global initiative to centralize all reporting processes across all businesses, into a bank-wide reporting utility.
Data Analysis, Project Management (creation and maintenance of trackers and plans), Excel and PPT expertise (i.e. aesthetic presentation)
Strong analytical structured mindset, Waterfall / Agile method exposure
Finance, Economics, or Engineering
-	Exposure to a wide array of businesses across the organization and understanding of how reporting output is produced globally
-	Project Management implementation, from planning, implementing/executing, and closure, as well as risk and dependency management
-	Exposure to bank wide systems and architecture and program dashboards
Exposure to new innovations and strategic automations to be used globally for reporting purposes.

Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"3990","DBOI - Global Valuations Group","Mumbai","Finance and Mgmt","Any","50000","0","FacultyId: 0
ContactDetailsForGirls: 
ToOffice: -
Stationary: -
StationAddress: DBOI -GVG, Mumbai
ContactDetailsForBoys: 
AccomAddressforGirls: 
CompanyId: 3704
TillTime:  5:00PM
Status: Active
Accomodation: -
Medical: -
FieldTA: -
StationFacilitiesId: 9656
Stipend: 50000
StipendForPG: 0
StartTime:  9:00AM
RemarkforAccommodation: 
AccomAddressforBoys: 
OnOffice: -
FieldDA: -
SubsidizedLunch: -
Travel: -
Weekdays: Sunday
OtherInfo: -----","Project: 0
Title: Details awaited
Description: Details awaited
Skills:  - 
Students Required: 8
Min CGPA: 0
Max CGPA: 0","No"
"6099","DBOI - ERM - Automation","Mumbai","Finance and Mgmt","A3 , A7 , A8 , AA","50000","0","AccomAddressforGirls: 
Accomodation: -
OnOffice: -
FieldTA: -
SubsidizedLunch: -
Travel: -
StationFacilitiesId: 9654
StipendForPG: 0
CompanyId: 5800
StartTime:  9:00AM
FieldDA: -
Medical: -
StationAddress: 
OtherInfo: ----
FacultyId: 0
ContactDetailsForBoys: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
Status: Active
ToOffice: -
Stationary: -
Stipend: 50000
TillTime:  5:00PM
Weekdays: Sunday
RemarkforAccommodation:","Project: 0
Title: Enterprise Risk Management - Automation 
Description: As a member of the ERM India Automation team you will have the opportunity to work in a diverse team that supports ERM functions globally. You would implement automation projects across the ERM portfolio to improve efficiency and control. You would need to evaluate appropriate technology tools, incl. new and emerging products, to create innovation opportunities and execution of Proofs of Concept
Skill sets: C#, Java, JavaScript framework Python, any ETL tool, Visualization tool, RPA tool
Excellent Communication, Team player, Committed, Self-motivated, Proactive and Inquisitive
Courses: Object Oriented Programming, Software engineering
Expected Learning:
1)	Exposure to real solutions in Investment banking domain
2)	Business level understanding
3)	Stakeholder engagement – discussions, meetings, updates
4)	Governance on processes and automation

Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"3825","DBOI - Market Risk Analysis & Control","Mumbai","Finance and Mgmt","Any","50000","0","OnOffice: -
ContactDetailsForBoys: 
AccomAddressforBoys: 
CompanyId: 3542
StartTime:  9:00AM
TillTime:  5:00PM
FacultyId: 0
StipendForPG: 0
RemarkforAccommodation: 
Status: Active
Travel: -
OtherInfo: --------------------------
AccomAddressforGirls: 
Stationary: -
Weekdays: Saturday , Sunday
Accomodation: -
ToOffice: -
FieldDA: -
Medical: -
FieldTA: -
StationFacilitiesId: 9777
Stipend: 50000
ContactDetailsForGirls: 
SubsidizedLunch: -
StationAddress: Nirlon Knowledge Park, B7, Goregoan East, Mumbai 400063","Project: 0
Title: MRAC & MDSA
Description: Market Risk Analysis and Control – Daily validation of key Market Risk matrices like VaR, SVaR. Making sure the numbers are complete, accurate and timely.

Good communication
Skills:  - 
Students Required: 8
Min CGPA: 0
Max CGPA: 0","No"
"403","Dell R&D","Bangalore","IT","A7 , C6","35000","0","StartTime:  9:00AM
OnOffice: -
FieldTA: -
OtherInfo: -
AccomAddressforBoys: 
CompanyId: 359
ContactDetailsForGirls: 
AccomAddressforGirls: 
Status: Active
StationFacilitiesId: 9741
FacultyId: 0
TillTime:  5:00PM
Medical: -
SubsidizedLunch: -
StationAddress: Dell International Services India Pvt. Ltd. 
Bagmane Tech Park, Byrasandra, 
CV Raman Nagar, Bangalore – 560093
RemarkforAccommodation: 
ContactDetailsForBoys: 
Accomodation: Students to make their own arrangements
ToOffice: -
FieldDA: -
Stationary: -
Travel: -
Weekdays: 
Stipend: 35000
StipendForPG: 0","Project: 0
Title: Dell Internship 
Description: Reviews product requirements, specifications and design; develops and implements plans and
tests for product quality or performance
• Participates in the software development lifecycle, which includes requirement analysis, research,
new development, modification, security, correction of errors, reuse, re-engineering and product
sustenance.
• Creates technical documentation of software products/solutions for customer use or training.
Assists with the development and review of end user and technical documentation.
• Participates in idea generation for new software products, or for existing products.
• Develops code / tools for products within scope, schedule and quality guidelines.
• Works with a mentor to understand project, applicable technologies and applies the learning on the
job as per the assigned deliverable.
• Makes changes to system software to correct issues, creates extensions to existing programs to
add new features or performance improvements.
• Designs and develops functional or performance enhancements for existing products, or produces
new software products or tools.
• Generates benchmarking data related to performance and/or scalability and analyze potential
bottlenecks.
• Team player, develops rapport and works with team towards the common goal.
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"6045","Delightful Gourmet Pvt Ltd (Licious) - Non Tech","Bangalore","Finance and Mgmt","Any","40000","0","FacultyId: 0
StipendForPG: 0
AccomAddressforBoys: 
CompanyId: 5746
TillTime:  5:00PM
Status: Active
ToOffice: -
Stipend: 40000
SubsidizedLunch: -
Travel: -
Weekdays: 
OtherInfo: -
FieldTA: -
StartTime:  9:00AM
FieldDA: -
AccomAddressforGirls: 
ContactDetailsForGirls: 
Medical: -
Stationary: -
RemarkforAccommodation: 
ContactDetailsForBoys: 
Accomodation: -
OnOffice: -
StationAddress: 12, DOMLUR LAYOUT, Karnataka 560071, India Bangalore Bangalore KA 560071
StationFacilitiesId: 9548","Project: 0
Title: Loyalty & Engagement Product Analyst
Description: Pilot and launch strategic initiatives along with cross-functional teams (Technical Product Mgrs, Engineers) to drive requisite gratification and engagement from members
• Lead the continuous improvement and optimization of program objectives and structure, while maintaining best-in-class customer experience
• Make sound recommendations leveraging a variety of tools and resources:
•	customer and industry insights and feedback
•	Customer level data and financial metrics
•	Cross-functional subject matter expertise
• Work closely with Business Finance, Accounting and legal teams to operationalize the program
Project domain (IT, Finance, etc.)	 Marketing
Skills: Solid creative thinking and ability to visualize and program manage execution of creative engagement formats (expected)
• Distinctive stakeholder management to manage a complex ecosystem of cross-functional dependencies (expected)
• Strong presentation and communication skills (expected)
Understanding of online marketing techniques and maximizing consumer LTV on digital platforms (desired)

Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Customer Retention Program Analyst
Description: •	80% of Orders on Licious come from existing customers and increasing the frequency of purchase and gaining a higher share of their meat purchase on to the Licious platform is critical. 
•	Additionally, motivating customers to purchase additional categories / SKUs such as seafood / Ready to Cook & Spreads is critical to increasing basket size (Avg order value : AOV). 
Project domain (IT, Finance, etc.)	 Marketing
Skills: 1.	Excel familiarity to process, analyze data
2.	Integrative & Structured Thinking skills
3.	Research to insights / recommendations precipitation 
4.	Excellent communication
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"6044","Delightful Gourmet Pvt Ltd (Licious)","Bangalore","IT","A7","40000","0","Travel: -
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforGirls: 
OnOffice: -
Stationary: -
SubsidizedLunch: -
FacultyId: 0
ContactDetailsForGirls: 
AccomAddressforBoys: 
CompanyId: 5745
ToOffice: -
Weekdays: 
Status: Active
StationAddress: 12, DOMLUR LAYOUT, Karnataka 560071, India Bangalore Bangalore KA 560071
FieldTA: -
StationFacilitiesId: 9549
Stipend: 40000
StartTime:  9:00AM
TillTime:  5:00PM
Accomodation: -
FieldDA: -
Medical: -
OtherInfo: -","Project: 0
Title: Developer
Description: You will either be writing new algorithms or have a strong understanding of using/improvising the existing ones for the right problems.
Project domain (IT, Finance, etc.)	 Technology
Skills: Coding
Skills:  - 
Students Required: 12
Min CGPA: 0
Max CGPA: 0","No"
